"大分類カテゴリーコード","大分類カテゴリー","中分類カテゴリーコード","中分類カテゴリー","小分類カテゴリーコード","小分類カテゴリー"
"100000051","ドラッグストア","200000569","胃腸薬","300003313","食べすぎ"
"100000051","ドラッグストア","200000569","胃腸薬","300003314","食欲不振"
"100000051","ドラッグストア","200000569","胃腸薬","300003315","整腸剤"
"100000051","ドラッグストア","200000570","肩こり・腰痛・筋肉痛緩和","300003316","内服薬"
"100000051","ドラッグストア","200000570","肩こり・腰痛・筋肉痛緩和","300003317","外用薬"
"100000051","ドラッグストア","200000571","漢方薬・生薬","300003318","葛根湯(風邪・肩こり)"
"100000051","ドラッグストア","200000571","漢方薬・生薬","300003319","麻黄湯(風邪・発熱)"
"100000051","ドラッグストア","200000571","漢方薬・生薬","300003320","小青竜湯(鼻炎・花粉症)"
"100000051","ドラッグストア","200000571","漢方薬・生薬","300003321","防風通聖散(肥満・むくみ)"
"100000051","ドラッグストア","200000571","漢方薬・生薬","300003322","五苓散(下痢・二日酔い)"
"100000051","ドラッグストア","200000571","漢方薬・生薬","300003392","その他"
"100000051","ドラッグストア","200000572","肌・皮膚の薬","300003323","しっしん・かゆみ"
"100000051","ドラッグストア","200000572","肌・皮膚の薬","300003324","ニキビ治療薬"
"100000051","ドラッグストア","200000572","肌・皮膚の薬","300003325","虫刺され"
"100000051","ドラッグストア","200000572","肌・皮膚の薬","300003326","肌用虫除け"
"100000051","ドラッグストア","200000572","肌・皮膚の薬","300003327","皮膚用治療薬"
"100000051","ドラッグストア","200000572","肌・皮膚の薬","300003328","傷薬・傷口用消毒剤"
"100000051","ドラッグストア","200000573","のど・口中薬","300003329","のど飴・トローチ"
"100000051","ドラッグストア","200000573","のど・口中薬","300003330","うがい薬"
"100000051","ドラッグストア","200000573","のど・口中薬","300003331","のどスプレー"
"100000051","ドラッグストア","200000573","のど・口中薬","300003332","口中薬"
"100000051","ドラッグストア","200000573","のど・口中薬","300003333","せき止め"
"100000051","ドラッグストア","200000574","便秘薬・下痢止め","300003334","便秘内服薬"
"100000051","ドラッグストア","200000574","便秘薬・下痢止め","300003335","坐薬・浣腸"
"100000051","ドラッグストア","200000574","便秘薬・下痢止め","300003336","下痢止め"
"100000051","ドラッグストア","200000575","水虫改善薬","300003337","液剤"
"100000051","ドラッグストア","200000575","水虫改善薬","300003338","クリーム・軟膏"
"100000051","ドラッグストア","200000575","水虫改善薬","300003339","スプレー"
"100000051","ドラッグストア","200000576","ドリンク剤・ビタミン剤・活力剤","300003340","ビタミン剤"
"100000051","ドラッグストア","200000576","ドリンク剤・ビタミン剤・活力剤","300003341","カルシウム剤"
"100000051","ドラッグストア","200000576","ドリンク剤・ビタミン剤・活力剤","300003342","滋養強壮剤"
"100000051","ドラッグストア","200000576","ドリンク剤・ビタミン剤・活力剤","300003343","薬用酒"
"100000051","ドラッグストア","200000577","検査薬","300003344","妊娠検査薬"
"100000051","ドラッグストア","200000577","検査薬","300003345","尿糖・尿たんぱく検査薬"
"100000051","ドラッグストア","200000578","育毛・養毛剤","300003346","医薬品"
"100000051","ドラッグストア","200000578","育毛・養毛剤","300003347","医薬部外品"
"100000051","ドラッグストア","200000578","育毛・養毛剤","300003348","育毛・養毛剤"
"100000051","ドラッグストア","200000579","その他の薬","300003352","うおの目・たこ・イボ改善薬"
"100000051","ドラッグストア","200000579","その他の薬","300003353","動悸・息切れ"
"100000051","ドラッグストア","200000579","その他の薬","300003354","婦人薬"
"100000051","ドラッグストア","200000579","その他の薬","300003355","乗り物酔い止め"
"100000051","ドラッグストア","200000579","その他の薬","300003356","その他"
"100000051","ドラッグストア","200000596","その他医薬部外品","300003393","オーラルケア"
"100000051","ドラッグストア","200000596","その他医薬部外品","300003394","スキンケア"
"100000051","ドラッグストア","200000596","その他医薬部外品","300003395","衛生用品"
"100000051","ドラッグストア","200000596","その他医薬部外品","300003396","その他"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","300002894","ベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","300002895","マットレス"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","300003397","ソファベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","320000029","2段・3段ベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","320000030","すのこベッド"
"120000002","寝具・ベッド・マットレス","200000597","ベッド・マットレス","320000031","折り畳みベッド"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002930","机・デスク"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002933","テーブル"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002934","サイドテーブル"
"100000017","家具・インテリア","200000598","デスク・テーブル","300002935","こたつ本体"
"100000017","家具・インテリア","200000598","デスク・テーブル","320000504","こたつセット"
"100000017","家具・インテリア","200000599","ハンガーラック・チェスト","300002931","ハンガーラック"
"100000017","家具・インテリア","200000599","ハンガーラック・チェスト","300002939","チェスト"
"100000017","家具・インテリア","200000599","ハンガーラック・チェスト","320000505","クローゼットタイプ収納"
"100000017","家具・インテリア","200000600","本棚・ラック","300002937","本棚"
"100000017","家具・インテリア","200000600","本棚・ラック","300002940","ラック"
"100000017","家具・インテリア","200000600","本棚・ラック","300003258","シューズラック"
"100000017","家具・インテリア","200000600","本棚・ラック","320001544","棚"
"100000017","家具・インテリア","200000600","本棚・ラック","320001545","押入れ"
"100000017","家具・インテリア","200000601","キッチン家具","300000470","キッチンワゴン"
"100000017","家具・インテリア","200000601","キッチン家具","300002936","レンジ台"
"100000017","家具・インテリア","200000601","キッチン家具","300002938","食器棚"
"100000017","家具・インテリア","200000601","キッチン家具","320000506","水回り収納"
"100000017","家具・インテリア","200000601","キッチン家具","320000507","台所収納"
"100000017","家具・インテリア","200000601","キッチン家具","320000508","すきま収納"
"100000017","家具・インテリア","200000602","ミラー・ドレッサー","300002932","鏡"
"100000017","家具・インテリア","200000602","ミラー・ドレッサー","300003259","ドレッサー"
"100000017","家具・インテリア","200000602","ミラー・ドレッサー","320000509","アクセサリーケース・スタンド"
"100000017","家具・インテリア","200000603","テレビ台","300002946","テレビ台"
"100000017","家具・インテリア","200000603","テレビ台","300003398","その他"
"100000017","家具・インテリア","200000603","テレビ台","320000510","ローボード"
"100000017","家具・インテリア","200000604","カーペット・マット","300000467","カーペット・絨毯"
"100000017","家具・インテリア","200000604","カーペット・マット","300003261","トイレマット"
"100000017","家具・インテリア","200000604","カーペット・マット","300003262","ラグマット"
"100000017","家具・インテリア","200000604","カーペット・マット","300003286","玄関マット"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","300000466","カーテン"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","300002925","ソファーカバー・テーブルカバー"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","300002926","クッション"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","320000511","ブラインド"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","320000512","のれん"
"100000017","家具・インテリア","200000605","カーテン・ソファカバー・クッション","320000513","座布団"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","300002821","エサ"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","300003399","その他"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","320000756","観賞魚"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","320000757","貝・ヤドカリ"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","320000758","エビ・ザリガニ"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","320000759","水槽・アクアリウム"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","320000760","水槽・アクアリウム内装"
"100000040","ペット","200000606","熱帯魚・アクアリウム用品","320000761","人工海水"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","300003413","サイクルウェア"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","300003414","ヘルメット"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","320000984","レインウェア"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","320000985","グローブ"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","320000986","シューズ"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","320000987","子供用"
"100000054","自転車","200000608","サイクルウェア・ヘルメット","320000988","その他"
"100000054","自転車","200000611","電動ボード","300003415","その他"
"100000054","自転車","200000611","電動ボード","320000990","パーツ"
"100000054","自転車","200000611","電動ボード","320000991","アクセサリー"
"100000054","自転車","200000612","ドローン","300003416","その他"
"100000054","自転車","200000612","ドローン","320000992","本体"
"100000054","自転車","200000612","ドローン","320000993","パーツ"
"100000054","自転車","200000612","ドローン","320000994","アクセサリー"
"100000054","自転車","200000614","自転車用品","300000251","その他"
"100000054","自転車","200000614","自転車用品","320000995","フレーム"
"100000054","自転車","200000614","自転車用品","320000996","タイヤ・タイヤ用品"
"100000054","自転車","200000615","自転車アクセサリー","300000252","その他"
"100000054","自転車","200000615","自転車アクセサリー","320000998","空気入れ"
"100000054","自転車","200000615","自転車アクセサリー","320000999","サイクルコンピューター"
"100000054","自転車","200000615","自転車アクセサリー","320001000","電動自転車用バッテリー"
"100000054","自転車","200000615","自転車アクセサリー","320001001","カバー"
"100000055","米・雑穀","200000616","その他米・雑穀","300000547","その他"
"100000055","米・雑穀","200000617","雑穀","300000545","雑穀ミックス"
"100000055","米・雑穀","200000617","雑穀","300003429","もち麦・麦類"
"100000055","米・雑穀","200000617","雑穀","320000001","キヌア"
"100000055","米・雑穀","200000617","雑穀","320000002","黒米"
"100000055","米・雑穀","200000617","雑穀","320000003","その他"
"100000055","米・雑穀","200000618","無洗米","300002552","無洗米"
"100000055","米・雑穀","200000619","玄米","300002553","玄米"
"100000055","米・雑穀","200000620","ご飯パック","300003351","ご飯パック"
"100000055","米・雑穀","200000621","餅","300003350","餅"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","300002918","毛布"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","320000022","ブランケット"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","320000023","着る毛布"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","320000024","タオルケット"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","300002919","布団カバー"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","320000025","シーツ"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","320000026","敷パッド"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","320000027","涼感・クール敷パッド"
"120000002","寝具・ベッド・マットレス","220000008","枕","300002917","枕"
"120000002","寝具・ベッド・マットレス","220000008","枕","320000028","抱き枕"
"120000004","本","220000011","本","320000055","その他"
"120000004","本","220000011","本","320001024","文庫"
"120000004","本","220000011","本","320001025","文学・エッセイ・評論"
"120000004","本","220000011","本","320001026","新書"
"120000004","本","220000011","本","320001027","IT・インターネット"
"120000004","本","220000011","本","320001028","就職・検定"
"120000004","本","220000011","本","320001030","料理・暮らし・健康"
"120000004","本","220000011","本","320001031","ビジネス・経済"
"120000004","本","220000011","本","320001032","投資・金融・経営"
"120000004","本","220000011","本","320001033","歴史・地理"
"120000004","本","220000011","本","320001034","社会・政治・福祉"
"120000004","本","220000011","本","320001035","語学・辞書"
"120000004","本","220000011","本","320001036","教育・受験・学習参考書"
"120000004","本","220000011","本","320001037","心理・思想・民族"
"120000004","本","220000011","本","320001038","医学・看護・薬学"
"120000004","本","220000011","本","320001039","科学・工学・理学"
"120000004","本","220000011","本","320001040","旅行・ガイド・地図"
"120000004","本","220000011","本","320001041","音楽・楽譜"
"120000004","本","220000011","本","320001042","趣味・ホビー"
"120000004","本","220000011","本","320001043","スポーツ・エクササイズ"
"120000004","本","220000011","本","320001044","ファッション・恋愛・ダイエット"
"120000004","本","220000011","本","320001045","こども・絵本・キャラクター"
"120000004","本","220000011","本","320001046","アニメ・声優・ゲーム攻略本"
"120000004","本","220000011","本","320001047","芸能・エンタメ・写真集"
"120000004","本","220000011","本","320001048","手帳・ダイアリー"
"120000004","本","220000012","雑誌","320000056","国内"
"120000004","本","220000012","雑誌","320001086","海外"
"120000004","本","220000012","雑誌","320001087","その他"
"120000004","本","220000013","コミック","320000057","少女"
"120000004","本","220000013","コミック","320001049","レディース"
"120000004","本","220000013","コミック","320001050","少年"
"120000004","本","220000013","コミック","320001051","青年"
"120000004","本","220000013","コミック","320001052","キッズ"
"120000004","本","220000013","コミック","320001053","ボーイズラブ"
"120000004","本","220000013","コミック","320001054","全巻セット"
"120000004","本","220000013","コミック","320001055","その他"
"100000025","CD","220000015","その他","320000058","その他"
"100000030","DVD・Blu-ray","220000016","その他","320000070","その他"
"120000006","楽器","220000018","ギター","320000072","エレキギター"
"120000006","楽器","220000018","ギター","320000073","アコースティックギター"
"120000006","楽器","220000018","ギター","320000074","エレクトリックアコースティックギター"
"120000006","楽器","220000018","ギター","320000075","その他"
"120000006","楽器","220000019","ベース","320000076","エレキベース"
"120000006","楽器","220000019","ベース","320000077","アコースティックベース"
"120000006","楽器","220000019","ベース","320000078","その他"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000079","チューナー"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000080","ストラップ"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000081","シールド"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000082","ピック"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000083","ケース"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000084","ギター弦"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000085","ベース弦"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000086","ギターアンプ"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000087","ベースアンプ"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000088","ギターエフェクター"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000089","ベースエフェクター"
"120000006","楽器","220000020","ギター・ベース周辺機器","320000144","その他"
"120000006","楽器","220000021","ウクレレ","320000090","ウクレレ本体"
"120000006","楽器","220000021","ウクレレ","320000091","その他"
"120000006","楽器","220000022","ドラム","320000092","ドラムセット"
"120000006","楽器","220000022","ドラム","320000093","電子ドラム"
"120000006","楽器","220000022","ドラム","320000094","フットペダル"
"120000006","楽器","220000022","ドラム","320000095","ドラムスティック"
"120000006","楽器","220000022","ドラム","320000096","その他"
"120000006","楽器","220000023","パーカッション・打楽器","320000097","パーカッション"
"120000006","楽器","220000023","パーカッション・打楽器","320000098","カスタネット"
"120000006","楽器","220000023","パーカッション・打楽器","320000099","タンバリン"
"120000006","楽器","220000023","パーカッション・打楽器","320000100","トライアングル"
"120000006","楽器","220000023","パーカッション・打楽器","320000101","その他"
"120000006","楽器","220000024","ピアノ・鍵盤楽器","320000102","電子ピアノ"
"120000006","楽器","220000024","ピアノ・鍵盤楽器","320000103","キーボード・シンセサイザー"
"120000006","楽器","220000024","ピアノ・鍵盤楽器","320000104","アップライトピアノ"
"120000006","楽器","220000024","ピアノ・鍵盤楽器","320000105","グランドピアノ"
"120000006","楽器","220000024","ピアノ・鍵盤楽器","320000106","鍵盤ハーモニカ"
"120000006","楽器","220000024","ピアノ・鍵盤楽器","320000107","その他"
"120000006","楽器","220000025","弦楽器","320000108","バイオリン"
"120000006","楽器","220000025","弦楽器","320000109","ビオラ"
"120000006","楽器","220000025","弦楽器","320000110","チェロ"
"120000006","楽器","220000025","弦楽器","320000111","コントラバス"
"120000006","楽器","220000025","弦楽器","320000112","ハープ"
"120000006","楽器","220000025","弦楽器","320000113","マンドリン"
"120000006","楽器","220000025","弦楽器","320000114","その他"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000115","リコーダー"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000116","ハーモニカ"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000117","フルート"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000118","オーボエ"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000119","クラリネット"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000120","トランペット"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000121","トロンボーン"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000122","ピッコロ"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000123","ホルン"
"120000006","楽器","220000026","管楽器・吹奏楽器","320000124","その他"
"120000006","楽器","220000027","和楽器・民族楽器","320000125","笛"
"120000006","楽器","220000027","和楽器・民族楽器","320000126","三味線"
"120000006","楽器","220000027","和楽器・民族楽器","320000127","琴・筝"
"120000006","楽器","220000027","和楽器・民族楽器","320000128","民族楽器"
"120000006","楽器","220000027","和楽器・民族楽器","320000129","その他"
"120000006","楽器","220000028","DTM・DAW","320000130","DAWソフト"
"120000006","楽器","220000028","DTM・DAW","320000131","オーディオインターフェース"
"120000006","楽器","220000028","DTM・DAW","320000132","MIDIキーボード・パッド"
"120000006","楽器","220000028","DTM・DAW","320000133","ソフトウェア音源"
"120000006","楽器","220000028","DTM・DAW","320000134","ハードウェア音源"
"120000006","楽器","220000028","DTM・DAW","320000145","その他"
"120000006","楽器","220000029","レコーディング・PA機材","320000135","ポータブルPAシステム"
"120000006","楽器","220000029","レコーディング・PA機材","320000136","ミキサー"
"120000006","楽器","220000029","レコーディング・PA機材","320000137","スピーカー"
"120000006","楽器","220000029","レコーディング・PA機材","320000138","その他"
"120000006","楽器","220000030","DJ機材","320000139","CDJ"
"120000006","楽器","220000030","DJ機材","320000140","PCDJ"
"120000006","楽器","220000030","DJ機材","320000141","DJミキサー"
"120000006","楽器","220000030","DJ機材","320000142","DJコントローラー"
"120000006","楽器","220000030","DJ機材","320000143","その他"
"120000006","楽器","220000031","その他楽器関連商品","320000146","その他"
"100000025","CD","220000033","アニメ・ゲーム","320000149","アニメ"
"100000025","CD","220000033","アニメ・ゲーム","320000150","ゲーム"
"100000025","CD","220000035","ラップ・ヒップホップ","320000155","ラップ・ヒップホップ"
"100000025","CD","220000036","ダンス・ユーロビート","320000156","ダンス・ユーロビート"
"100000025","CD","220000037","ヘヴィメタル・ハードロック","320000157","ヘヴィメタル・ハードロック"
"100000025","CD","220000038","ワールドミュージック・レゲエ","320000158","ワールドミュージック"
"100000025","CD","220000038","ワールドミュージック・レゲエ","320000159","レゲエ"
"100000025","CD","220000038","ワールドミュージック・レゲエ","320000160","その他"
"100000030","DVD・Blu-ray","220000039","お笑い・バラエティ","320000191","お笑い"
"100000030","DVD・Blu-ray","220000039","お笑い・バラエティ","320000192","バラエティ"
"100000022","お酒","220000046","ノンアルコール","300002555","ノンアルコールビール"
"100000022","お酒","220000046","ノンアルコール","320000258","その他"
"100000018","日用品雑貨","220000047","ギフト券","320000266","ギフト券"
"100000039","チケット・サービス","220000049","サービス","320000260","サービス"
"100000009","カー用品","220000051","自動車車体","320000300","新車"
"100000009","カー用品","220000051","自動車車体","320000301","中古車"
"100000009","カー用品","220000052","バイク車体","320000302","新車"
"100000009","カー用品","220000052","バイク車体","320000303","中古車"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","300000376","ベビースキンケア"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","300000377","ベビーヘルスケア"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","320000473","ベビーローション・クリーム"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","320000474","歯ブラシ"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","320000475","ウェットティッシュ"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","320000476","UVケア・ベビーパウダー"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","320000477","ヘルスケア用品"
"100000015","ベビー・マタニティ","220000069","衛生用品・ヘルスケア","320000478","その他"
"100000015","ベビー・マタニティ","220000070","ベビーシート・チャイルドシート","300000412","チャイルドシート"
"100000015","ベビー・マタニティ","220000070","ベビーシート・チャイルドシート","320000483","アクセサリー"
"100000015","ベビー・マタニティ","220000071","記念・行事用品","320000487","雛人形"
"100000015","ベビー・マタニティ","220000071","記念・行事用品","320000488","五月人形"
"100000015","ベビー・マタニティ","220000071","記念・行事用品","320000489","鯉のぼり"
"100000015","ベビー・マタニティ","220000071","記念・行事用品","320000490","お食い初め用品"
"100000015","ベビー・マタニティ","220000072","抱っ紐・スリング","300002794","キャリー・抱っこ紐"
"100000015","ベビー・マタニティ","220000072","抱っ紐・スリング","320000493","スリング"
"100000015","ベビー・マタニティ","220000072","抱っ紐・スリング","320000494","アクセサリー"
"100000017","家具・インテリア","220000074","子供部屋家具","320000496","お片付け棚・BOX"
"100000017","家具・インテリア","220000074","子供部屋家具","320000497","おままごと"
"100000017","家具・インテリア","220000074","子供部屋家具","320000499","卓上収納"
"100000017","家具・インテリア","220000074","子供部屋家具","320001546","いす"
"100000017","家具・インテリア","220000074","子供部屋家具","320001547","つくえ"
"100000017","家具・インテリア","220000074","子供部屋家具","320001548","ポール"
"100000017","家具・インテリア","220000074","子供部屋家具","320001549","ハンガー"
"100000017","家具・インテリア","220000075","オフィス家具","300000473","事務用家具"
"100000017","家具・インテリア","220000075","オフィス家具","320000500","机"
"100000017","家具・インテリア","220000075","オフィス家具","320000501","オフィスチェア"
"100000017","家具・インテリア","220000075","オフィス家具","320000502","ロッカー・棚"
"100000017","家具・インテリア","220000075","オフィス家具","320000503","その他"
"100000018","日用品雑貨","220000076","防災・防犯","320000523","防災セット"
"100000018","日用品雑貨","220000076","防災・防犯","320000524","防犯カメラ"
"100000018","日用品雑貨","220000076","防災・防犯","320000525","非常食"
"100000018","日用品雑貨","220000076","防災・防犯","320000526","水"
"100000018","日用品雑貨","220000076","防災・防犯","320000527","簡易トイレ"
"100000018","日用品雑貨","220000076","防災・防犯","320000528","その他"
"100000018","日用品雑貨","220000077","掃除用品","300000494","掃除道具"
"100000018","日用品雑貨","220000077","掃除用品","320000529","その他"
"100000018","日用品雑貨","220000078","トイレ用品","320000530","トイレ用品"
"100000018","日用品雑貨","220000078","トイレ用品","320000531","トイレマット"
"100000018","日用品雑貨","220000078","トイレ用品","320000532","その他"
"100000018","日用品雑貨","220000079","洗濯用品","300000483","ハンガー"
"100000018","日用品雑貨","220000079","洗濯用品","320000533","物干し"
"100000018","日用品雑貨","220000079","洗濯用品","320000534","その他"
"100000018","日用品雑貨","220000080","タオル","320000535","その他"
"100000019","文具","220000081","印鑑・スタンプ","320000548","その他"
"100000019","文具","220000081","印鑑・スタンプ","320000549","銀行印"
"100000019","文具","220000081","印鑑・スタンプ","320000550","認印"
"100000019","文具","220000081","印鑑・スタンプ","320000551","角印"
"100000019","文具","220000081","印鑑・スタンプ","320000552","ネーム印・浸透印"
"100000019","文具","220000081","印鑑・スタンプ","320000553","スタンプ"
"100000019","文具","220000081","印鑑・スタンプ","320000554","朱肉"
"100000019","文具","220000081","印鑑・スタンプ","320000555","印鑑ケース"
"100000019","文具","220000081","印鑑・スタンプ","320000556","ケース付印鑑セット"
"100000019","文具","220000081","印鑑・スタンプ","320000557","インク"
"100000019","文具","220000082","手帳・ダイアリー","300000527","手帳"
"100000019","文具","220000082","手帳・ダイアリー","300000531","アルバム"
"100000019","文具","220000082","手帳・ダイアリー","320000558","ブックカバー"
"100000019","文具","220000082","手帳・ダイアリー","320000559","その他"
"100000020","食品","220000083","冷凍食品","320000575","冷凍食品"
"100000020","食品","220000084","非常用食品","320000574","非常用食品"
"100000021","飲料","220000085","炭酸水","300002554","国内名水"
"100000021","飲料","220000085","炭酸水","320000581","海外名水"
"100000021","飲料","220000086","炭酸飲料","300000597","その他"
"100000021","飲料","220000086","炭酸飲料","320000595","コーラ系炭酸"
"100000021","飲料","220000086","炭酸飲料","320000596","クリア系炭酸"
"100000021","飲料","220000086","炭酸飲料","320000597","果汁・フレーバー系炭酸"
"100000021","飲料","220000087","野菜・果物飲料","300000596","その他"
"100000021","飲料","220000087","野菜・果物飲料","320000598","野菜飲料"
"100000021","飲料","220000087","野菜・果物飲料","320000599","果実飲料"
"100000021","飲料","220000088","その他","320000603","その他"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000626","かつら"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000627","全身タイツ"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000628","セパレート"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000629","ワンピース"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000630","着ぐるみ"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000631","仮面・マスク"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000632","キャップ・ヘッドアクセサリー"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000633","ソックス"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000634","眼鏡"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000635","スカート"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000636","ネクタイ"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000637","パニエ・ドロワーズ"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000638","ヒゲ"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000639","ブラウス"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000640","コート・ジャケット"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000641","コスプレ用インナー"
"100000026","ホビー・コスプレ","220000089","コスプレ・変装・仮装","320000642","その他"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000643","エアガン"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000644","装備・備品"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000645","スコープ"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000646","ライト"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000647","モデルガン"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000648","BB弾"
"100000026","ホビー・コスプレ","220000090","サバイバルゲーム・トイガン","320000649","その他"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000650","電車"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000651","客車"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000652","蒸気機関車"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000653","電気機関車"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000654","ディーゼル機関車"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000655","ディーゼルカー"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000656","ストラクチャー・レイアウト"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000657","制御機器・アクセサリー"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000658","車両パーツ"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000659","線路"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320000660","その他"
"100000026","ホビー・コスプレ","220000091","鉄道模型","320001077","貨物"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000661","カード・トランプ"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000662","コイン"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000663","ハンカチ"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000664","ボール"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000665","リング"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000666","ロープ"
"100000026","ホビー・コスプレ","220000092","手品・マジック","320000667","その他"
